Movie,Year,Studio,Production_Budget,Domestic_Gross,Foreign_Gross,Worldwide_Gross,ROI,Profit_USD_Millions,International_Share,Genres,Runtime_Minutes,IMDb_Rating,IMDb_Num_Votes
Gangster Squad,2013,WB,60000000.0,46000903.0,59200000.0,104100903.0,0.73501505,44.100903,0.5627328122839402,"Action,Crime,Drama",113.0,6.7,195560
Smurfs: The Lost Village,2017,Sony,60000000.0,45020282.0,152200000.0,197578586.0,2.292976433333333,137.578586,0.771725901902929,"Adventure,Animation,Comedy",90.0,6.0,15612
First Man,2018,Uni.,60000000.0,44936545.0,60800000.0,105203825.0,0.7533970833333333,45.203825,0.5750140597084953,"Biography,Drama,History",141.0,7.4,120009
Edge of Darkness,2010,WB,60000000.0,43313890.0,37800000.0,82812456.0,0.3802076,22.812456,0.4660114315809536,"Crime,Drama,Mystery",117.0,6.6,84753
Trouble with the Curve,2012,WB,60000000.0,35763137.0,13200000.0,47818913.0,-0.2030181166666666,-12.181087,0.2695905697382094,"Drama,Sport",111.0,6.8,56129
The Mortal Instruments: City of Bones,2013,SGem,60000000.0,31165421.0,64200000.0,75965567.0,0.2660927833333333,15.965567,0.6731999851392676,"Action,Fantasy,Horror",130.0,5.9,121936
Priest,2011,SGem,60000000.0,29136626.0,49200000.0,84154026.0,0.4025671,24.154026,0.6280587065365822,"Action,Adventure,Fantasy",87.0,5.7,108320
Mortdecai,2015,LGF,60000000.0,7696134.0,39600000.0,30396134.0,-0.4933977666666667,-29.603866,0.8372777360618946,"Action,Comedy,Crime",107.0,5.5,61366
Sherlock Gnomes,2018,Par.,59000000.0,43242871.0,47100000.0,87527651.0,0.4835195084745762,28.527651,0.5213471686105703,"Adventure,Animation,Comedy",86.0,5.1,8030
Deadpool,2016,Fox,58000000.0,363070709.0,420000000.0,801025593.0,12.810786086206896,743.025593,0.5363500322165671,"Action,Adventure,Comedy",108.0,8.0,820847
American Sniper,2014,WB,58000000.0,350126372.0,197300000.0,547326372.0,8.436661586206897,489.326372,0.3604137653784791,"Action,Biography,Drama",133.0,7.3,401915
Goosebumps,2015,Sony,58000000.0,80069458.0,70100000.0,158905324.0,1.7397469655172413,100.905324,0.466805973289189,"Adventure,Comedy,Family",103.0,6.3,72858
Red Tails,2012,Fox,58000000.0,49876377.0,489000.0,50365498.0,-0.1316293448275862,-7.634502,0.0097090507234761,"Action,Adventure,Drama",125.0,5.9,31815
The Internship,2013,Fox,58000000.0,44672764.0,48800000.0,93672764.0,0.6150476551724138,35.672764,0.5220772117105684,Comedy,119.0,6.3,179817
Resident Evil: Afterlife,2010,SGem,57500000.0,60128566.0,240100000.0,295874190.0,4.145638086956522,238.37419,0.7997240342546219,"Action,Adventure,Horror",96.0,5.9,153270
That's My Boy,2012,Sony,57500000.0,36931089.0,20800000.0,58085235.0,0.010178,0.585235,0.3602911422647856,Comedy,116.0,5.6,83009
Into the Woods,2014,BV,56200000.0,128002372.0,85100000.0,213116401.0,2.7921067793594307,156.916401,0.3993385864330032,"Adventure,Comedy,Drama",125.0,6.0,123577
Bohemian Rhapsody,2018,Fox,55000000.0,216303339.0,687200000.0,894985342.0,15.272460763636364,839.985342,0.7605948648298244,"Biography,Drama,Music",134.0,8.0,345466
Fifty Shades Darker,2017,Uni.,55000000.0,114434010.0,267000000.0,381398492.0,5.934518036363636,326.398492,0.6999900192434335,"Drama,Romance",118.0,4.6,81706
Captain Phillips,2013,Sony,55000000.0,107136417.0,111700000.0,220648184.0,3.011785163636364,165.648184,0.510426927708289,"Biography,Drama,Thriller",134.0,7.8,387402
The Equalizer,2014,Sony,55000000.0,101530738.0,90800000.0,192903624.0,2.507338618181818,137.903624,0.472103424258685,"Action,Crime,Thriller",132.0,7.2,302302
Fifty Shades Freed,2018,Uni.,55000000.0,100407760.0,271500000.0,371350619.0,5.751829436363637,316.350619,0.7300197231700678,"Drama,Romance,Thriller",105.0,4.5,43893
Date Night,2010,Fox,55000000.0,98711404.0,53600000.0,152269033.0,1.7685278727272726,97.269033,0.3519106159641204,"Comedy,Crime,Romance",88.0,6.3,144683
Free Birds,2013,Rela.,55000000.0,55750480.0,54600000.0,110387072.0,1.0070376727272727,55.387072,0.4947871545280093,"Adventure,Animation,Comedy",91.0,5.9,20934
Muppets Most Wanted,2014,BV,55000000.0,51178893.0,29200000.0,79312301.0,0.4420418363636363,24.312301,0.3632794494942845,"Adventure,Comedy,Crime",107.0,6.4,29018
Kubo and the Two Strings,2016,Focus,55000000.0,48023088.0,21900000.0,77548122.0,0.4099658545454545,22.548122,0.3132012705159703,"Action,Adventure,Animation",101.0,7.8,105578
Burlesque,2010,SGem,55000000.0,39440655.0,50100000.0,90552675.0,0.6464122727272728,35.552675,0.5595223756180921,"Drama,Music,Musical",119.0,6.4,71021
Burlesque,2010,SGem,55000000.0,39440655.0,50100000.0,90552675.0,0.6464122727272728,35.552675,0.5595223756180921,Drama,,7.0,45
The Watch,2012,Fox,55000000.0,34353000.0,32900000.0,67130045.0,0.2205462727272727,12.130045,0.4891975079178624,"Action,Comedy,Horror",102.0,5.7,115757
Crimson Peak,2015,Uni.,55000000.0,31090320.0,43600000.0,74966854.0,0.3630337090909091,19.966854,0.5837436497795163,"Drama,Fantasy,Horror",119.0,6.5,119287
The Pirates! Band of Misfits,2012,Sony,55000000.0,31051126.0,92000000.0,136143605.0,1.4753382727272728,81.143605,0.747656709780941,"Adventure,Animation,Comedy",88.0,6.7,41958
Black Mass,2015,WB,53000000.0,62575678.0,37200000.0,98837872.0,0.8648655094339622,45.837872,0.3728363539659435,"Biography,Crime,Drama",123.0,6.9,155847
Zero Dark Thirty,2012,Sony,52500000.0,95720716.0,37100000.0,134612435.0,1.564046380952381,82.112435,0.2793238970342548,"Drama,Thriller",157.0,7.4,251072
Valentine's Day,2010,WB (NL),52000000.0,110485654.0,106000000.0,217569328.0,3.1840255384615386,165.569328,0.4896398354414745,"Comedy,Romance",125.0,5.7,107171
The Change-Up,2011,Uni.,52000000.0,37243418.0,38400000.0,75997067.0,0.4614820576923077,23.997067,0.5076449612575678,"Comedy,Fantasy",112.0,6.3,155374
Alpha,2018,Studio 8,51000000.0,35851379.0,62300000.0,99624873.0,0.9534288823529412,48.624873,0.6347338227412984,"Adventure,Drama,Family",96.0,6.7,41882
The Adjustment Bureau,2011,Uni.,50200000.0,62495645.0,65400000.0,126931325.0,1.5285124501992031,76.731325,0.5113543936542952,"Romance,Sci-Fi,Thriller",106.0,7.1,227616
Ted,2012,Uni.,50000000.0,218665740.0,330600000.0,556016627.0,10.12033254,506.016627,0.6018944491240251,"Comedy,Fantasy",106.0,6.9,538367
22 Jump Street,2014,Sony,50000000.0,191719337.0,139600000.0,331333876.0,5.62667752,281.333876,0.4213457664863068,"Action,Comedy,Crime",112.0,7.0,319504
Central Intelligence,2016,WB (NL),50000000.0,127440871.0,89500000.0,217194805.0,3.3438961,167.194805,0.4125548108452095,"Action,Comedy,Crime",107.0,6.3,138872
Anchorman 2: The Legend Continues,2013,Par.,50000000.0,127352707.0,46300000.0,172185754.0,2.44371508,122.185754,0.2666241189087827,Comedy,119.0,6.3,156116
Super 8,2011,Par.,50000000.0,127004179.0,133100000.0,257972745.0,4.1594549,207.972745,0.5117180374099256,"Mystery,Sci-Fi,Thriller",112.0,7.0,320575
Creed II,2018,MGM,50000000.0,115715889.0,98300000.0,213591522.0,3.27183044,163.591522,0.4593116915725823,"Drama,Sport",130.0,7.2,72503
Peter Rabbit,2018,Sony,50000000.0,115234093.0,236000000.0,347136477.0,5.94272954,297.136477,0.6719165499688551,"Adventure,Animation,Comedy",95.0,6.6,27908
The Mule,2018,WB,50000000.0,103804407.0,68700000.0,170857676.0,2.41715352,120.857676,0.3982506951257193,"Crime,Drama,Thriller",116.0,7.1,58955
Non-Stop,2014,Uni.,50000000.0,91742160.0,130600000.0,222383055.0,3.4476611,172.383055,0.5873829776592977,"Action,Mystery,Thriller",106.0,7.0,234717
The Emoji Movie,2017,Sony,50000000.0,86089513.0,131699999.0,216562312.0,3.33124624,166.562312,0.6047123104807728,"Adventure,Animation,Comedy",86.0,3.2,47294
The Post,2017,Fox,50000000.0,81903458.0,97900000.0,179748880.0,2.5949776,129.74888,0.5444834103246223,"Biography,Drama,History",116.0,7.2,108017
We Bought a Zoo,2011,Fox,50000000.0,75624550.0,44500000.0,118729073.0,1.37458146,68.729073,0.3704488383099041,"Comedy,Drama,Family",124.0,7.1,126849
Moneyball,2011,Sony,50000000.0,75605492.0,34600000.0,111300835.0,1.2260167,61.300835,0.3139589449861537,"Biography,Drama,Sport",133.0,7.6,326657
American Reunion,2012,Uni.,50000000.0,56758835.0,178000000.0,236799211.0,3.73598422,186.799211,0.7582249247403191,Comedy,113.0,6.7,192250
American Made,2017,Uni.,50000000.0,51342000.0,83500000.0,135569212.0,1.71138424,85.569212,0.6192432624849824,"Action,Biography,Comedy",115.0,7.2,131043
The Judge,2014,WB,50000000.0,47119388.0,37300000.0,76119388.0,0.52238776,26.119388,0.4418416300293482,"Crime,Drama",141.0,7.4,162952
War Dogs,2016,WB,50000000.0,43034523.0,43200000.0,86234503.0,0.72469006,36.234503,0.5009594591252045,"Comedy,Crime,Drama",114.0,7.1,154029
The Nice Guys,2016,WB,50000000.0,36261763.0,26500000.0,59596747.0,0.19193494,9.596747,0.4222316062090225,"Action,Comedy,Crime",116.0,7.4,240337
Marmaduke,2010,Fox,50000000.0,33644788.0,50100000.0,89895930.0,0.7979186,39.89593,0.5982461857805408,"Comedy,Family",87.0,4.2,13283
Hereafter,2010,WB,50000000.0,32746941.0,72500000.0,108660270.0,1.1732054,58.66027,0.6888561255191256,"Drama,Fantasy,Romance",129.0,6.5,87288
Zoolander 2,2016,Par.,50000000.0,28848693.0,27900000.0,55348693.0,0.10697386,5.348693,0.4916412788572946,Comedy,101.0,4.7,59914
Run All Night,2015,WB,50000000.0,26461644.0,45200000.0,66961644.0,0.33923288,16.961644,0.6307418791564424,"Action,Drama,Thriller",114.0,6.6,94131
Your Highness,2011,Uni.,50000000.0,21596445.0,3300000.0,26121638.0,-0.47756724,-23.878362,0.1325490446527606,"Adventure,Comedy,Fantasy",102.0,5.5,92940
Snowden,2016,ORF,50000000.0,21587519.0,15700000.0,35380918.0,-0.29238164,-14.619082,0.421052417029945,"Biography,Drama,Thriller",134.0,7.3,119149
Dream House,2011,Uni.,50000000.0,21302340.0,17200000.0,41642166.0,-0.16715668,-8.357834,0.4467260950892854,"Drama,Mystery,Thriller",84.0,6.0,59714
Free State of Jones,2016,STX,50000000.0,20810036.0,4200000.0,23237252.0,-0.53525496,-26.762748,0.1679325851430201,"Action,Biography,Drama",139.0,6.9,45135
Drive Angry,2011,Sum.,50000000.0,10721033.0,18200000.0,41042583.0,-0.17914834,-8.957417,0.6292997902253353,"Action,Fantasy,Thriller",104.0,5.4,90203
Early Man,2018,LGF,50000000.0,8267544.0,46400000.0,45285890.0,-0.0942822,-4.71411,0.8487668661317582,"Adventure,Animation,Comedy",89.0,6.1,15882
Child 44,2015,LG/S,50000000.0,1224330.0,11700000.0,8004221.0,-0.83991558,-41.995779,0.9052693640598778,"Crime,Drama,History",137.0,6.5,59477
Chappie,2015,Sony,49000000.0,31569268.0,70500000.0,105002056.0,1.1428991020408164,56.002056,0.6907074125387085,"Action,Crime,Drama",120.0,6.8,213733
Anna Karenina,2012,Focus,49000000.0,12816367.0,56100000.0,71004627.0,0.4490740204081632,22.004627,0.8140301417803989,"Drama,Romance",129.0,6.6,84668
Instant Family,2018,Par.,48000000.0,67363237.0,53200000.0,119736188.0,1.4945039166666667,71.736188,0.4412622066542556,"Comedy,Drama",118.0,7.4,46728
Tooth Fairy,2010,Fox,48000000.0,60022256.0,52400000.0,112610386.0,1.3460497083333334,64.610386,0.4660998797248829,"Comedy,Family,Fantasy",101.0,5.0,37939
The Infiltrator,2016,BG,47500000.0,15436808.0,,20718104.0,-0.5638293894736842,-26.781896,,"Biography,Crime,Drama",127.0,7.0,61547
Arrival,2016,Par.,47000000.0,100546139.0,102800000.0,203127894.0,3.321870085106383,156.127894,0.505541932123924,"Drama,Mystery,Sci-Fi",116.0,7.9,515483
Jonah Hex,2010,WB,47000000.0,10547117.0,356000.0,11022696.0,-0.7654745531914894,-35.977304,0.03265121340989,"Action,Drama,Fantasy",81.0,4.7,51860
Prisoners,2013,WB,46000000.0,61002302.0,61100000.0,113402302.0,1.465267434782609,67.402302,0.5004000661674667,"Crime,Drama,Mystery",153.0,8.1,526273
Taken 2,2012,Fox,45000000.0,139854287.0,236300000.0,377807404.0,7.395720088888889,332.807404,0.6281996727582159,"Action,Thriller",92.0,6.3,273106
Pitch Perfect 3,2017,Uni.,45000000.0,104897530.0,80500000.0,185736412.0,3.1274758222222223,140.736412,0.4342021169321943,"Comedy,Music",93.0,5.8,45127
The Muppets,2011,BV,45000000.0,88625922.0,76600000.0,160971922.0,2.5771538222222223,115.971922,0.4636076414208177,"Adventure,Comedy,Family",103.0,7.1,82752
The Bounty Hunter,2010,Sony,45000000.0,67061228.0,69300000.0,135808837.0,2.017974155555556,90.808837,0.508208975648122,"Action,Comedy,Romance",110.0,5.6,112444
Office Christmas Party,2016,Par.,45000000.0,54767494.0,59700000.0,91323299.0,1.0294066444444443,46.323299,0.5215454441590204,Comedy,105.0,5.8,59253
Blended,2014,WB,45000000.0,46290741.0,81700000.0,127990741.0,1.8442386888888889,82.990741,0.638327424012648,"Comedy,Romance",117.0,6.5,106491
All Eyez on Me,2017,LG/S,45000000.0,44922302.0,,54876855.0,0.2194856666666666,9.876855,,"Biography,Drama,Music",139.0,5.8,18541
The Ghost Writer,2010,Sum.,45000000.0,15541549.0,44700000.0,65532491.0,0.4562775777777778,20.532491,0.7420127925329411,"Drama,Mystery,Thriller",128.0,7.2,148274
Dredd,2012,LGF,45000000.0,13414714.0,22200000.0,41467606.0,-0.0784976444444444,-3.532394,0.62333787097097,"Action,Crime,Sci-Fi",95.0,7.1,234616
The Rum Diary,2011,FD,45000000.0,13109815.0,10800000.0,21544732.0,-0.5212281777777777,-23.455268,0.4516973468845325,"Comedy,Drama",119.0,6.2,94787
Welcome to Marwen,2018,Uni.,45000000.0,10763520.0,2100000.0,12874922.0,-0.7138906222222222,-32.125078,0.1632523601626926,"Biography,Comedy,Drama",116.0,6.1,8920
Johnny English Reborn,2011,Uni.,45000000.0,8406711.0,151800000.0,164640401.0,2.6586755777777777,119.640401,0.947525849900258,"Action,Adventure,Comedy",101.0,6.3,110824
Argo,2012,WB,44500000.0,136025503.0,96300000.0,227140757.0,4.104286674157303,182.640757,0.4145046443738895,"Biography,Drama,Thriller",120.0,7.7,534683
Charlie St. Cloud,2010,Uni.,44000000.0,31206263.0,17000000.0,48478084.0,0.1017746363636363,4.478084,0.3526512727194804,"Drama,Fantasy,Romance",99.0,6.5,55016
The Heat,2013,Fox,43000000.0,159581587.0,70300000.0,229727774.0,4.342506372093023,186.727774,0.3058096166701685,"Action,Comedy,Crime",117.0,6.6,153501
The Mechanic,2011,CBS,42500000.0,29121498.0,47000000.0,76347393.0,0.7964092470588235,33.847393,0.6174339869139202,"Action,Crime,Thriller",93.0,6.6,141254
21 Jump Street,2012,Sony,42000000.0,138447667.0,63100000.0,202812429.0,3.828867357142857,160.812429,0.313077302948885,"Action,Comedy,Crime",109.0,7.2,477771
Snatched,2017,Fox,42000000.0,45852178.0,15000000.0,57852177.0,0.3774327857142857,15.852177,0.2464989831588279,"Action,Adventure,Comedy",90.0,4.5,29997
Here Comes the Boom,2012,Sony,42000000.0,45290318.0,27800000.0,73239258.0,0.7437918571428571,31.239258,0.3803513346323107,"Action,Comedy,Sport",105.0,6.4,81761
Red Riding Hood,2011,WB,42000000.0,37662162.0,51500000.0,91678442.0,1.1828200476190476,49.678442,0.5775992735573191,"Fantasy,Horror,Mystery",100.0,5.5,102369
Man on a Ledge,2012,LG/S,42000000.0,18620000.0,27600000.0,49621440.0,0.1814628571428571,7.62144,0.597144093466032,"Action,Adventure,Crime",102.0,6.6,137507
The Warrior's Way,2010,Rela.,42000000.0,5666340.0,5400000.0,8514325.0,-0.7972779761904762,-33.485675,0.4879662110508081,"Action,Fantasy,Western",100.0,6.3,24271
The Big Year,2011,Fox,41000000.0,7204138.0,244000.0,7684524.0,-0.8125725853658536,-33.315476,0.0327598656201053,Comedy,100.0,6.2,39522
The Karate Kid,2010,Sony,40000000.0,176591618.0,182500000.0,351774938.0,7.79437345,311.774938,0.5082268447714088,"Action,Drama,Family",140.0,6.2,146401
Fifty Shades of Grey,2015,Uni.,40000000.0,166167230.0,404800000.0,570998101.0,13.274952525,530.998101,0.7089723870842816,"Drama,Romance,Thriller",125.0,4.1,279126
American Hustle,2013,Sony,40000000.0,150117807.0,101100000.0,257878294.0,5.44695735,217.878294,0.4024396248312127,"Crime,Drama",138.0,7.2,418221
Lucy,2014,Uni.,40000000.0,126573960.0,336700000.0,457507776.0,10.4376944,417.507776,0.7267837803791087,"Action,Sci-Fi,Thriller",89.0,6.4,403194
Lone Survivor,2013,Uni.,40000000.0,125095601.0,29700000.0,149804632.0,2.7451158,109.804632,0.1918659174300437,"Action,Biography,Drama",121.0,7.5,246641
The Social Network,2010,Sony,40000000.0,96962694.0,128000000.0,224922135.0,4.623053375,184.922135,0.5689832288370444,"Biography,Drama",120.0,7.7,568578
Ride Along 2,2016,Uni.,40000000.0,90862685.0,33400000.0,124827316.0,2.1206829,84.827316,0.2687854362715565,"Action,Comedy,Crime",102.0,5.9,48688
Get Hard,2015,WB,40000000.0,90411453.0,21400000.0,106511453.0,1.662786325,66.511453,0.191393631205204,"Comedy,Crime",100.0,6.0,111187
The Accountant,2016,WB,40000000.0,86260045.0,68900000.0,152962083.0,2.824052075,112.962083,0.4440576180549573,"Action,Crime,Drama",128.0,7.3,233022
Dumb and Dumber To,2014,Uni.,40000000.0,86208010.0,83600000.0,156553592.0,2.9138398,116.553592,0.4923207097238817,"Adventure,Comedy",109.0,5.6,118646
The Intern,2015,WB,40000000.0,75764672.0,118800000.0,197115710.0,3.92789275,157.11571,0.6105938903440805,"Comedy,Drama",121.0,7.1,191494
Bridge of Spies,2015,BV,40000000.0,72313754.0,93200000.0,162498338.0,3.06245845,122.498338,0.563095197514522,"Drama,History,Thriller",142.0,7.6,263004
Hacksaw Ridge,2016,LGF,40000000.0,67209615.0,108100000.0,168904682.0,3.22261705,128.904682,0.616623338086733,"Biography,Drama,History",139.0,8.1,366904
Unknown,2011,WB,40000000.0,63686397.0,67099999.0,136123083.0,2.403077075,96.123083,0.5130502946193273,"Action,Mystery,Thriller",113.0,6.9,235167
Get Him to the Greek,2010,Uni.,40000000.0,61153526.0,30300000.0,91455875.0,1.286396875,51.455875,0.3313158204528932,"Adventure,Comedy,Music",109.0,6.4,161653
The Lincoln Lawyer,2011,LGF,40000000.0,58009200.0,17000000.0,87145086.0,1.17862715,47.145086,0.2266388656324824,"Crime,Drama,Thriller",118.0,7.3,196109
Horrible Bosses 2,2014,WB,40000000.0,54445357.0,53200000.0,105945357.0,1.648633925,65.945357,0.4942154634686194,"Comedy,Crime",108.0,6.3,144442
Predators,2010,Fox,40000000.0,52000688.0,75200000.0,127234389.0,2.180859725,87.234389,0.591191770912434,"Action,Adventure,Sci-Fi",107.0,6.4,199764
The Odd Life of Timothy Green,2012,BV,40000000.0,51853450.0,4200000.0,55249159.0,0.381228975,15.249159,0.0749284834385751,"Comedy,Drama,Family",105.0,6.6,42770
Jersey Boys,2014,WB,40000000.0,47047013.0,20600000.0,65282732.0,0.6320683,25.282732,0.3045219454109525,"Biography,Drama,Music",134.0,6.8,30410
Final Destination 5,2011,WB (NL),40000000.0,42587643.0,115300000.0,155011165.0,2.875279125,115.011165,0.7302661424871609,Horror,92.0,5.9,98061
Widows,2018,Fox,40000000.0,42402632.0,33600000.0,73866088.0,0.8466522,33.866088,0.4420899528847896,"Crime,Drama,Thriller",129.0,7.0,61615
Sex Tape,2014,Sony,40000000.0,38543473.0,87500000.0,126069509.0,2.151737725,86.069509,0.6942049272158662,"Comedy,Romance",94.0,5.1,100520
Scream 4,2011,W/Dim.,40000000.0,38180928.0,59000000.0,95989590.0,1.39973975,55.98959,0.6071150092330874,"Horror,Mystery",111.0,6.2,118779
Paul,2011,Uni.,40000000.0,37412945.0,60600000.0,101162106.0,1.52905265,61.162106,0.6182856764481467,"Adventure,Comedy,Sci-Fi",104.0,7.0,220567
The Guilt Trip,2012,Par.,40000000.0,37134215.0,4700000.0,41294674.0,0.03236685,1.294674,0.1123482297922884,"Comedy,Drama",95.0,5.8,33702
Colombiana,2011,TriS,40000000.0,36665854.0,24300000.0,72295262.0,0.80738155,32.295262,0.3985837711713182,"Action,Drama,Thriller",108.0,6.4,87659
The Commuter,2018,LGF,40000000.0,36343858.0,83600000.0,101985431.0,1.549635775,61.985431,0.6969927547269656,"Action,Mystery,Thriller",105.0,6.3,83114
Patriots Day,2016,LGF,40000000.0,31886361.0,18700000.0,52837989.0,0.320949725,12.837989,0.3696648588737189,"Action,Crime,Drama",133.0,7.4,76204
Morning Glory,2010,Par.,40000000.0,31011732.0,29000000.0,59795070.0,0.49487675,19.79507,0.4832388440313637,"Comedy,Drama,Romance",107.0,6.5,67367
Grudge Match,2013,WB,40000000.0,29807260.0,15100000.0,69807260.0,0.7451815,29.80726,0.3362485264075341,"Comedy,Drama,Sport",113.0,6.4,54080
The Nut Job 2: Nutty by Nature,2017,ORF,40000000.0,28370522.0,36800000.0,57438389.0,0.435959725,17.438389,0.564672475693842,"Adventure,Animation,Comedy",91.0,5.5,4820
The House,2017,WB (NL),40000000.0,25584504.0,8600000.0,31192425.0,-0.220189375,-8.807575,0.251575977232257,"Comedy,Crime",88.0,5.6,33365
Season of the Witch,2011,Rela.,40000000.0,24827228.0,66800000.0,91126600.0,1.278165,51.1266,0.7290409352992759,"Action,Adventure,Fantasy",95.0,5.4,85777
Mechanic: Resurrection,2016,LG/S,40000000.0,21218403.0,104500000.0,109738840.0,1.743471,69.73884,0.8312227765094979,"Action,Adventure,Thriller",98.0,5.7,67275
Big Miracle,2012,Uni.,40000000.0,20157300.0,4600000.0,25268680.0,-0.368283,-14.73132,0.1858037831265929,"Biography,Drama,Family",107.0,6.5,17585
The Impossible,2012,LG/S,40000000.0,19019882.0,161300000.0,169590606.0,3.23976515,129.590606,0.8945214371868322,"Drama,History,Thriller",114.0,7.6,177762
A Thousand Words,2012,P/DW,40000000.0,18450127.0,3600000.0,20790486.0,-0.48023785,-19.209514,0.1632643657789363,"Comedy,Drama",91.0,5.9,36387
The Gunman,2015,ORF,40000000.0,10664749.0,13500000.0,18594227.0,-0.535144325,-21.405773,0.5586650206877796,"Action,Crime,Drama",115.0,5.8,36053
Paranoia,2013,Rela.,40000000.0,7388654.0,6400000.0,16340767.0,-0.591480825,-23.659233,0.4641497277399229,"Drama,Thriller",106.0,5.7,33149
Baahubali: The Beginning,2015,BSC,40000000.0,6738000.0,,26736665.0,-0.331583375,-13.263335,,"Action,Drama",159.0,8.1,93243
The Hurricane Heist,2018,ENTMP,40000000.0,6115824.0,,30963684.0,-0.2259079,-9.036316,,"Action,Adventure,Crime",103.0,5.1,15326
Victor Frankenstein,2015,Fox,40000000.0,5775076.0,28500000.0,31124367.0,-0.221890825,-8.875633,0.8315080030748874,"Drama,Horror,Sci-Fi",110.0,6.0,47492
Frankenweenie,2012,BV,39000000.0,35287788.0,46200000.0,81150788.0,1.080789435897436,42.150788,0.5669561186272476,"Animation,Comedy,Family",87.0,7.0,89489
Captain Underpants: The First Epic Movie,2017,Fox,38000000.0,73921000.0,51600000.0,126577874.0,2.3309966842105263,88.577874,0.4110865910883438,"Action,Animation,Comedy",89.0,6.2,21903
Paul Blart: Mall Cop 2,2015,Sony,38000000.0,71091594.0,36600000.0,107650646.0,1.8329117368421053,69.650646,0.3398593951539059,"Action,Comedy,Crime",94.0,4.4,30828
Why Him?,2016,Fox,38000000.0,60323786.0,57800000.0,117425156.0,2.0901356842105265,79.425156,0.4893171981466967,Comedy,111.0,6.2,89628
Water for Elephants,2011,Fox,38000000.0,58709717.0,58400000.0,116809717.0,2.073939921052632,78.809717,0.4986776631011754,"Drama,Romance",120.0,6.9,105812
Life as We Know It,2010,WB,38000000.0,53374681.0,52300000.0,105887837.0,1.7865220263157895,67.887837,0.494915144338122,"Comedy,Drama,Romance",114.0,6.6,113077
Riddick,2013,Uni.,38000000.0,42025135.0,56300000.0,94763758.0,1.4937831052631578,56.763758,0.5725901113687767,"Action,Adventure,Sci-Fi",119.0,6.4,144821
The 5th Wave,2016,Sony,38000000.0,34912982.0,75000000.0,111336398.0,1.929905210526316,73.336398,0.68235797660371,"Action,Adventure,Drama",112.0,5.2,90788
The Sisters Brothers,2018,Annapurna,38000000.0,3143056.0,10000000.0,13143056.0,-0.6541301052631578,-24.856944,0.76085805310424,"Adventure,Comedy,Crime",122.0,7.0,32135
What to Expect When You're Expecting,2012,LGF,37500000.0,41152203.0,43200000.0,88473016.0,1.3592804266666667,50.973016,0.5121383729598621,"Comedy,Drama,Romance",110.0,5.7,65890
The Master,2012,Wein.,37500000.0,16247159.0,11900000.0,50647416.0,0.35059776,13.147416,0.4227780146479437,Drama,138.0,7.1,131365
We're the Millers,2013,WB (NL),37000000.0,150394119.0,119600000.0,267816276.0,6.23827772972973,230.816276,0.4429726115626985,"Comedy,Crime",110.0,7.0,371759
Creed,2015,WB (NL),37000000.0,109767581.0,63800000.0,173567581.0,3.691015702702703,136.567581,0.3675801646391557,"Drama,Sport",133.0,7.6,224671
The Town,2010,WB,37000000.0,92186262.0,61800000.0,152566881.0,3.1234292162162163,115.566881,0.4013345034636921,"Crime,Drama,Thriller",125.0,7.6,322524
Dolphin Tale,2011,WB,37000000.0,72286779.0,23100000.0,96068724.0,1.596452,59.068724,0.2421719261534137,"Drama,Family",113.0,6.9,20746
Game Night,2018,WB (NL),37000000.0,69179066.0,48500000.0,117378084.0,2.1723806486486485,80.378084,0.4121378733580363,"Action,Comedy,Crime",100.0,7.0,163279
Cop Out,2010,WB,37000000.0,44875481.0,10700000.0,55909910.0,0.5110786486486486,18.90991,0.1925309472355264,"Action,Comedy,Crime",107.0,5.6,81656
The Rite,2011,WB (NL),37000000.0,33047633.0,63000000.0,97143987.0,1.625513162162162,60.143987,0.6559245452722401,"Drama,Horror,Mystery",114.0,6.0,85604
Aloha,2015,Sony,37000000.0,21052030.0,5200000.0,25387091.0,-0.3138624054054054,-11.612909,0.1980799199147646,"Comedy,Drama,Romance",105.0,5.4,54646
Hot Tub Time Machine,2010,MGM,36000000.0,50269859.0,14300000.0,65967750.0,0.8324375,29.96775,0.2214655602701564,"Comedy,Sci-Fi",101.0,6.4,153962
Dolphin Tale 2,2014,WB,36000000.0,42024533.0,15800000.0,57824533.0,0.6062370277777778,21.824533,0.2732404254782308,"Drama,Family",107.0,6.4,7579
Collateral Beauty,2016,WB (NL),36000000.0,31016021.0,57500000.0,85309093.0,1.3696970277777778,49.309093,0.6495999181888215,"Drama,Romance",97.0,6.8,78764
There Be Dragons,2011,Gold.,36000000.0,1069334.0,,4020990.0,-0.8883058333333334,-31.97901,,"Biography,Drama,War",122.0,5.8,4326
It,2017,WB (NL),35000000.0,327481748.0,372900000.0,697457969.0,18.927370542857144,662.457969,0.5324239260444006,"Horror,Thriller",135.0,7.4,359123
True Grit,2010,Par.,35000000.0,171243005.0,81000000.0,252276928.0,6.207912228571429,217.276928,0.3211189146751562,"Adventure,Drama,Western",110.0,7.6,284034
Identity Thief,2013,Uni.,35000000.0,134506920.0,39500000.0,175361578.0,4.0103308,140.361578,0.227002466338695,"Adventure,Comedy,Crime",111.0,5.7,115624
